source,target,weight
The Queen,Inglourious Basterds,1
The Queen,The Blind Side,2
The Queen,The Young Victoria,2
The Queen,The Hurt Locker,1
The Queen,The Secret in Their Eyes,1
Dreamgirls,Happy Feet,1
Dreamgirls,Pan's Labyrinth,1
Dreamgirls,Marie Antoinette,1
Dreamgirls,The Departed,1
Dreamgirls,The Lives of Others,1
Dreamgirls,There Will Be Blood,1
Dreamgirls,No Country for Old Men,1
Dreamgirls,Michael Clayton,1
Dreamgirls,Elizabeth: The Golden Age,1
Dreamgirls,Once,2
Dreamgirls,Milk,1
Dreamgirls,The Dark Knight,1
Dreamgirls,The Reader,1
Dreamgirls,Vicky Cristina Barcelona,1
Dreamgirls,The Curious Case of Benjamin Button,1
Dreamgirls,Slumdog Millionaire,1
Dreamgirls,The Duchess,1
Dreamgirls,Crazy Heart,2
Dreamgirls,Inglourious Basterds,1
Dreamgirls,The Blind Side,1
Dreamgirls,The Young Victoria,1
Dreamgirls,The Hurt Locker,1
Dreamgirls,The Secret in Their Eyes,1
Happy Feet,Marie Antoinette,1
Happy Feet,Ratatouille,3
Happy Feet,Once,2
Happy Feet,The Golden Compass,1
Happy Feet,The Reader,1
Happy Feet,Vicky Cristina Barcelona,1
Happy Feet,The Curious Case of Benjamin Button,1
Happy Feet,Slumdog Millionaire,1
Happy Feet,The Duchess,1
Happy Feet,Crazy Heart,2
Happy Feet,Up,3
Happy Feet,The Young Victoria,1
Pan's Labyrinth,Marie Antoinette,1
Pan's Labyrinth,The Departed,1
Pan's Labyrinth,The Lives of Others,1
Pan's Labyrinth,Pirates of the Caribbean: Dead Man's Chest,1
Pan's Labyrinth,There Will Be Blood,1
Pan's Labyrinth,No Country for Old Men,1
Pan's Labyrinth,Michael Clayton,1
Pan's Labyrinth,Ratatouille,1
Pan's Labyrinth,Elizabeth: The Golden Age,2
Pan's Labyrinth,Once,1
Pan's Labyrinth,The Golden Compass,1
Pan's Labyrinth,Milk,1
Pan's Labyrinth,The Dark Knight,1
Pan's Labyrinth,The Reader,1
Pan's Labyrinth,Vicky Cristina Barcelona,1
Pan's Labyrinth,The Curious Case of Benjamin Button,2
Pan's Labyrinth,Slumdog Millionaire,1
Pan's Labyrinth,The Duchess,1
Pan's Labyrinth,Crazy Heart,1
Pan's Labyrinth,Inglourious Basterds,2
Pan's Labyrinth,The Blind Side,1
Pan's Labyrinth,Avatar,1
Pan's Labyrinth,The Young Victoria,1
Pan's Labyrinth,The Hurt Locker,2
Pan's Labyrinth,The Secret in Their Eyes,1
Marie Antoinette,The Departed,1
Marie Antoinette,The Lives of Others,1
Marie Antoinette,There Will Be Blood,1
Marie Antoinette,No Country for Old Men,1
Marie Antoinette,Michael Clayton,1
Marie Antoinette,Elizabeth: The Golden Age,3
Marie Antoinette,Once,2
Marie Antoinette,Milk,3
Marie Antoinette,The Dark Knight,1
Marie Antoinette,The Reader,2
Marie Antoinette,Vicky Cristina Barcelona,2
Marie Antoinette,The Curious Case of Benjamin Button,2
Marie Antoinette,Slumdog Millionaire,2
Marie Antoinette,The Duchess,4
Marie Antoinette,Crazy Heart,2
Marie Antoinette,Inglourious Basterds,1
Marie Antoinette,The Blind Side,2
Marie Antoinette,The Young Victoria,4
Marie Antoinette,The Hurt Locker,2
Marie Antoinette,The Secret in Their Eyes,1
The Departed,The Lives of Others,2
The Departed,There Will Be Blood,1
The Departed,No Country for Old Men,3
The Departed,Michael Clayton,3
The Departed,Elizabeth: The Golden Age,1
The Departed,The Bourne Ultimatum,1
The Departed,Once,1
The Departed,Milk,1
The Departed,The Dark Knight,3
The Departed,The Reader,1
The Departed,Vicky Cristina Barcelona,1
The Departed,The Curious Case of Benjamin Button,1
The Departed,Slumdog Millionaire,1
The Departed,The Duchess,1
The Departed,Crazy Heart,1
The Departed,Inglourious Basterds,1
The Departed,The Blind Side,1
The Departed,The Young Victoria,1
The Departed,The Hurt Locker,2
The Departed,The Secret in Their Eyes,2
The Lives of Others,There Will Be Blood,1
The Lives of Others,No Country for Old Men,2
The Lives of Others,Michael Clayton,2
The Lives of Others,Elizabeth: The Golden Age,1
The Lives of Others,The Bourne Ultimatum,1
The Lives of Others,Once,1
The Lives of Others,Milk,1
The Lives of Others,The Dark Knight,2
The Lives of Others,The Reader,1
The Lives of Others,Vicky Cristina Barcelona,1
The Lives of Others,The Curious Case of Benjamin Button,1
The Lives of Others,Slumdog Millionaire,1
The Lives of Others,The Duchess,1
The Lives of Others,Crazy Heart,1
The Lives of Others,Inglourious Basterds,1
The Lives of Others,The Blind Side,1
The Lives of Others,The Young Victoria,1
The Lives of Others,The Hurt Locker,2
The Lives of Others,The Secret in Their Eyes,2
Pirates of the Caribbean: Dead Man's Chest,Ratatouille,1
Pirates of the Caribbean: Dead Man's Chest,The Bourne Ultimatum,1
Pirates of the Caribbean: Dead Man's Chest,The Golden Compass,2
Pirates of the Caribbean: Dead Man's Chest,The Dark Knight,1
Pirates of the Caribbean: Dead Man's Chest,The Curious Case of Benjamin Button,1
Pirates of the Caribbean: Dead Man's Chest,Inglourious Basterds,1
Pirates of the Caribbean: Dead Man's Chest,Up,1
Pirates of the Caribbean: Dead Man's Chest,Avatar,3
Pirates of the Caribbean: Dead Man's Chest,Star Trek,2
There Will Be Blood,No Country for Old Men,1
There Will Be Blood,Michael Clayton,1
There Will Be Blood,Elizabeth: The Golden Age,1
There Will Be Blood,Once,1
There Will Be Blood,Milk,1
There Will Be Blood,The Dark Knight,1
There Will Be Blood,The Reader,1
There Will Be Blood,Vicky Cristina Barcelona,1
There Will Be Blood,The Curious Case of Benjamin Button,1
There Will Be Blood,Slumdog Millionaire,1
There Will Be Blood,The Duchess,1
There Will Be Blood,Crazy Heart,1
There Will Be Blood,Inglourious Basterds,1
There Will Be Blood,The Blind Side,1
There Will Be Blood,The Young Victoria,1
There Will Be Blood,The Hurt Locker,1
There Will Be Blood,The Secret in Their Eyes,1
No Country for Old Men,Michael Clayton,3
No Country for Old Men,Elizabeth: The Golden Age,1
No Country for Old Men,The Bourne Ultimatum,1
No Country for Old Men,Once,1
No Country for Old Men,Milk,1
No Country for Old Men,The Dark Knight,3
No Country for Old Men,The Reader,1
No Country for Old Men,Vicky Cristina Barcelona,1
No Country for Old Men,The Curious Case of Benjamin Button,1
No Country for Old Men,Slumdog Millionaire,1
No Country for Old Men,The Duchess,1
No Country for Old Men,Crazy Heart,1
No Country for Old Men,Inglourious Basterds,1
No Country for Old Men,The Blind Side,1
No Country for Old Men,The Young Victoria,1
No Country for Old Men,The Hurt Locker,2
No Country for Old Men,The Secret in Their Eyes,2
Michael Clayton,Elizabeth: The Golden Age,1
Michael Clayton,The Bourne Ultimatum,2
Michael Clayton,Once,1
Michael Clayton,Milk,1
Michael Clayton,The Dark Knight,3
Michael Clayton,The Reader,1
Michael Clayton,Vicky Cristina Barcelona,1
Michael Clayton,The Curious Case of Benjamin Button,1
Michael Clayton,Slumdog Millionaire,1
Michael Clayton,The Duchess,1
Michael Clayton,Crazy Heart,1
Michael Clayton,Inglourious Basterds,1
Michael Clayton,The Blind Side,1
Michael Clayton,The Young Victoria,1
Michael Clayton,The Hurt Locker,2
Michael Clayton,The Secret in Their Eyes,3
Ratatouille,The Golden Compass,2
Ratatouille,The Curious Case of Benjamin Button,1
Ratatouille,Up,3
Ratatouille,Avatar,1
Elizabeth: The Golden Age,Once,1
Elizabeth: The Golden Age,Milk,3
Elizabeth: The Golden Age,The Dark Knight,1
Elizabeth: The Golden Age,The Reader,1
Elizabeth: The Golden Age,Vicky Cristina Barcelona,1
Elizabeth: The Golden Age,The Curious Case of Benjamin Button,1
Elizabeth: The Golden Age,Slumdog Millionaire,1
Elizabeth: The Golden Age,The Duchess,3
Elizabeth: The Golden Age,Crazy Heart,1
Elizabeth: The Golden Age,Inglourious Basterds,2
Elizabeth: The Golden Age,The Blind Side,2
Elizabeth: The Golden Age,The Young Victoria,3
Elizabeth: The Golden Age,The Hurt Locker,3
Elizabeth: The Golden Age,The Secret in Their Eyes,1
The Bourne Ultimatum,The Dark Knight,2
The Bourne Ultimatum,Avatar,1
The Bourne Ultimatum,The Hurt Locker,1
The Bourne Ultimatum,The Secret in Their Eyes,2
The Bourne Ultimatum,Star Trek,1
Once,Milk,1
Once,The Dark Knight,1
Once,The Reader,2
Once,Vicky Cristina Barcelona,2
Once,The Curious Case of Benjamin Button,2
Once,Slumdog Millionaire,2
Once,The Duchess,2
Once,Crazy Heart,3
Once,Inglourious Basterds,1
Once,The Blind Side,1
Once,The Young Victoria,2
Once,The Hurt Locker,1
Once,The Secret in Their Eyes,1
The Golden Compass,The Curious Case of Benjamin Button,1
The Golden Compass,Inglourious Basterds,1
The Golden Compass,Up,2
The Golden Compass,Avatar,2
The Golden Compass,Star Trek,1
Milk,The Dark Knight,1
Milk,The Reader,1
Milk,Vicky Cristina Barcelona,1
Milk,The Curious Case of Benjamin Button,1
Milk,Slumdog Millionaire,1
Milk,The Duchess,3
Milk,Crazy Heart,1
Milk,Inglourious Basterds,1
Milk,The Blind Side,2
Milk,The Young Victoria,3
Milk,The Hurt Locker,2
Milk,The Secret in Their Eyes,1
The Dark Knight,The Reader,1
The Dark Knight,Vicky Cristina Barcelona,1
The Dark Knight,The Curious Case of Benjamin Button,1
The Dark Knight,Slumdog Millionaire,1
The Dark Knight,The Duchess,1
The Dark Knight,Crazy Heart,1
The Dark Knight,Inglourious Basterds,1
The Dark Knight,The Blind Side,1
The Dark Knight,Avatar,1
The Dark Knight,The Young Victoria,1
The Dark Knight,The Hurt Locker,2
The Dark Knight,The Secret in Their Eyes,2
The Dark Knight,Star Trek,1
The Reader,Vicky Cristina Barcelona,2
The Reader,The Curious Case of Benjamin Button,2
The Reader,Slumdog Millionaire,2
The Reader,The Duchess,2
The Reader,Crazy Heart,2
The Reader,Inglourious Basterds,1
The Reader,The Blind Side,1
The Reader,The Young Victoria,2
The Reader,The Hurt Locker,1
The Reader,The Secret in Their Eyes,1
Vicky Cristina Barcelona,The Curious Case of Benjamin Button,2
Vicky Cristina Barcelona,Slumdog Millionaire,2
Vicky Cristina Barcelona,The Duchess,2
Vicky Cristina Barcelona,Crazy Heart,2
Vicky Cristina Barcelona,Inglourious Basterds,1
Vicky Cristina Barcelona,The Blind Side,1
Vicky Cristina Barcelona,The Young Victoria,2
Vicky Cristina Barcelona,The Hurt Locker,1
Vicky Cristina Barcelona,The Secret in Their Eyes,1
The Curious Case of Benjamin Button,Slumdog Millionaire,2
The Curious Case of Benjamin Button,The Duchess,2
The Curious Case of Benjamin Button,Crazy Heart,2
The Curious Case of Benjamin Button,Inglourious Basterds,1
The Curious Case of Benjamin Button,The Blind Side,1
The Curious Case of Benjamin Button,Avatar,1
The Curious Case of Benjamin Button,The Young Victoria,2
The Curious Case of Benjamin Button,The Hurt Locker,1
The Curious Case of Benjamin Button,The Secret in Their Eyes,1
Slumdog Millionaire,The Duchess,2
Slumdog Millionaire,Crazy Heart,2
Slumdog Millionaire,Inglourious Basterds,1
Slumdog Millionaire,The Blind Side,1
Slumdog Millionaire,The Young Victoria,2
Slumdog Millionaire,The Hurt Locker,1
Slumdog Millionaire,The Secret in Their Eyes,1
The Duchess,Crazy Heart,2
The Duchess,Inglourious Basterds,1
The Duchess,The Blind Side,2
The Duchess,The Young Victoria,4
The Duchess,The Hurt Locker,2
The Duchess,The Secret in Their Eyes,1
Crazy Heart,Inglourious Basterds,1
Crazy Heart,The Blind Side,1
Crazy Heart,The Young Victoria,2
Crazy Heart,The Hurt Locker,1
Crazy Heart,The Secret in Their Eyes,1
Inglourious Basterds,The Blind Side,1
Inglourious Basterds,Up,1
Inglourious Basterds,Avatar,1
Inglourious Basterds,The Young Victoria,1
Inglourious Basterds,The Hurt Locker,2
Inglourious Basterds,The Secret in Their Eyes,1
Inglourious Basterds,Star Trek,1
The Blind Side,The Young Victoria,2
The Blind Side,The Hurt Locker,1
The Blind Side,The Secret in Their Eyes,1
Up,Avatar,1
Up,Star Trek,1
Avatar,Star Trek,3
The Young Victoria,The Hurt Locker,2
The Young Victoria,The Secret in Their Eyes,1
The Hurt Locker,The Secret in Their Eyes,2
